2019-03-31 02:38:40,b'RT @wheredatwifi: When ur new boo sharing things about themself u already knew cus u stalked beforehand https://t.co/ENFp1P7t9C'
2019-03-28 22:38:06,"b'In a press released posted late Wednesday night, U.S. Customs and  Border Protection announced that 750 border agents have been pulled from  their posts at the ports of entry in California, Arizona and Texas https://t.co/Rdj4hvXaFm'"
2019-03-27 10:01:50,b'RT @TuratlasJP: \xe8\xa6\xb3\xe5\x85\x89\xe5\x9c\xb0\xe3\x82\x92\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xa7\xe6\xa4\x9c\xe7\xb4\xa2 - \xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf - \xe5\xbd\xa6\xe6\xa0\xb9\xe5\x9f\x8e - https://t.co/orB3iy1tlW https://t.co/TtW7MLzhRG'
2019-03-26 18:57:52,b'https://t.co/ACbf6KYejp'
2019-03-26 17:10:36,b'RT @TuratlasJP: \xe8\xa6\xb3\xe5\x85\x89\xe5\x9c\xb0\xe3\x82\x92\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xa7\xe6\xa4\x9c\xe7\xb4\xa2 - \xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf - \xe5\xbd\xa6\xe6\xa0\xb9\xe5\x9f\x8e - https://t.co/orB3iy1tlW https://t.co/TtW7MLzhRG'
2019-03-26 16:51:24,b'RT @TuratlasJP: \xe8\xa6\xb3\xe5\x85\x89\xe5\x9c\xb0\xe3\x82\x92\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xa7\xe6\xa4\x9c\xe7\xb4\xa2 - \xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf - \xe5\xbd\xa6\xe6\xa0\xb9\xe5\x9f\x8e - https://t.co/orB3iy1tlW https://t.co/TtW7MLzhRG'
2019-03-26 16:21:26,"b'Grev\xc3\xaa v\xc3\xaa\xc5\x9fan\xc3\xaeye y\xc3\xaa vern\xc3\xaeya Parlamentoya Ewropa (PE) yo ke viz\xc3\xaar dest  p\xc3\xaakerd, roja d\xc3\xaeyin  de bi tewrb\xc3\xaeyay\xc3\xae\xc5\x9f\xc3\xaa 326 kesan kerd. Merdim\xc3\xaa  \xc3\xa7alakwanan\xc3\xaa Strasbourg\xc3\xae y\xc3\xaa ke ewro kewt\xc3\xaa roja 100. z\xc3\xae tewr\xc3\xaa \xc3\xa7alak\xc3\xaeye  b\xc3\xaeye \xc3\xbb mesaj\xc3\xaa girdkerdi\xc5\x9f\xc3\xaa xoverday\xc3\xae\xc5\x9f\xc3\xae day\xc3\xae.        https://t.co/2aIfMgIr1b'"
2019-03-26 15:33:05,b'RT @TuratlasJP: \xe8\xa6\xb3\xe5\x85\x89\xe5\x9c\xb0\xe3\x82\x92\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xa7\xe6\xa4\x9c\xe7\xb4\xa2 - \xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf - \xe5\xbd\xa6\xe6\xa0\xb9\xe5\x9f\x8e - https://t.co/orB3iy1tlW https://t.co/TtW7MLzhRG'
2019-03-26 14:38:11,b'RT @TuratlasJP: \xe8\xa6\xb3\xe5\x85\x89\xe5\x9c\xb0\xe3\x82\x92\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xa7\xe6\xa4\x9c\xe7\xb4\xa2 - \xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf - \xe5\xbd\xa6\xe6\xa0\xb9\xe5\x9f\x8e - https://t.co/orB3iy1tlW https://t.co/TtW7MLzhRG'
2019-03-26 14:24:34,b'RT @TuratlasJP: \xe8\xa6\xb3\xe5\x85\x89\xe5\x9c\xb0\xe3\x82\x92\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xa7\xe6\xa4\x9c\xe7\xb4\xa2 - \xe6\x97\x85\xe8\xa1\x8c\xe3\x81\xae\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xae\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf - \xe5\xbd\xa6\xe6\xa0\xb9\xe5\x9f\x8e - https://t.co/orB3iy1tlW https://t.co/TtW7MLzhRG'
