2019-03-31 10:04:42,b'listen what you doing? U+1F602'
2019-03-31 09:24:51,b'hey baby wyd? U+1F602'
2019-03-31 09:04:49,b'hey do you miss me? U+1F602'
2019-03-31 06:44:43,b'hey I miss you U+1F602'
2019-03-31 06:04:42,b'hi what you doing? U+1F602'
2019-03-31 05:54:40,b'umm what you doing? U+1F602'
2019-03-31 05:34:44,"b""hey I'm lonely U+1F602"""
2019-03-31 05:14:39,b'umm do you miss me? U+1F602'
2019-03-31 05:04:40,b'wtf I miss you U+1F602'
2019-03-31 03:44:54,b'hey baby can you come over? U+1F602'
2019-03-31 03:34:43,b'hey wyd? U+1F602'
2019-03-31 02:54:40,b'hey can you come over? U+1F602'
2019-03-31 02:34:55,b'hey baby I miss you U+1F602'
2019-03-31 00:34:53,"b""hey baby I'm lonely U+1F602"""
2019-03-31 00:17:11,"b""RT @robort0101: listen I'm lonely U+1F602"""
2019-03-31 00:14:40,"b""listen I'm lonely U+1F602"""
2019-03-30 22:55:05,b'hi wyd? U+1F602'
2019-03-30 22:24:55,b'umm I miss you U+1F602'
2019-03-30 22:05:05,b'umm can you come over? U+1F602'
2019-03-30 21:14:47,b'umm wyd? U+1F602'
2019-03-30 20:44:47,b'hey baby do you miss me? U+1F602'
2019-03-30 20:04:45,b'hey do you miss me? U+1F602'
2019-03-30 19:44:45,b'wtf what you doing? U+1F602'
2019-03-30 19:24:45,b'listen do you miss me? U+1F602'
2019-03-30 18:54:45,b'hey can you come over? U+1F602'
2019-03-30 18:34:52,b'hey I miss you U+1F602'
2019-03-30 18:14:43,b'wtf can you come over? U+1F602'
2019-03-30 17:44:39,b'wtf do you miss me? U+1F602'
2019-03-30 17:14:46,b'hey baby what you doing? U+1F602'
2019-03-30 16:54:48,b'listen can you come over? U+1F602'
2019-03-30 16:44:48,b'hey what you doing? U+1F602'
2019-03-30 15:24:56,b'hi do you miss me? U+1F602'
2019-03-30 13:44:44,b'umm what you doing? U+1F602'
2019-03-30 11:24:51,b'hi I miss you U+1F602'
2019-03-30 10:06:43,b'wtf wyd? U+1F602'
2019-03-30 07:04:56,b'umm do you miss me? U+1F602'
2019-03-30 06:24:43,"b""listen I'm lonely U+1F602"""
2019-03-30 06:04:35,b'hi can you come over? U+1F602'
2019-03-30 05:04:48,"b""hi I'm lonely U+1F602"""
2019-03-30 04:04:48,b'hey baby do you miss me? U+1F602'
2019-03-30 03:54:42,b'listen do you miss me? U+1F602'
