2019-03-23 08:38:52,"b'@SteveSimonovic @krassenstein @realDonaldTrump U.S. posted its BIGGEST MONTHLY BUDGET DEFICET EVER last month, amid a 20% drop in corp. tax revenue &amp; a boost in spending so far this fiscal year. Budget gap widened to $234B in Feb vs $215B in 2018. That gap surpassed the previous monthly record of $231B set in 2012 (Bloomberg)'"
2019-03-23 08:37:00,"b'@ChatByCC @realDonaldTrump U.S. posted its BIGGEST MONTHLY BUDGET DEFICET EVER last month, amid a 20% drop in corp. tax revenue &amp; a boost in spending so far this fiscal year. Budget gap widened to $234B in Feb vs $215B in 2018. That gap surpassed the previous monthly record of $231B set in 2012 (Bloomberg)'"
2019-03-23 08:35:24,"b'@realDonaldTrump U.S. posted its BIGGEST MONTHLY BUDGET DEFICET EVER last month, amid a 20% drop in corp. tax revenue &amp; a boost in spending so far this fiscal year. Budget gap widened to $234B in Feb vs $215B in 2018. That gap surpassed the previous monthly record of $231B set in 2012 (Bloomberg)'"
